organization,pacs,honoree,date,amount_usd
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,NICHOLAS LALOTA,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ERIN HOUCHIN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS KEAN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS EMMER,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,SHELLEY MOORE CAPITO,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ANDREW GARBARINO,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JONI ERNST,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAY OBERNOLTE,2025-03-07,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LOU CORREA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,WILLIAM CASSIDY,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE DAINES,2025-03-07,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARK DESAULNIER,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN THUNE,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOM TILLIS,2025-03-07,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAMES RISCH,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID VALADAO,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DOUG LAMALFA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN VARGAS,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRUCE WESTERMAN,2025-03-21,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-03-21,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN CORNYN,2025-03-21,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-03-21,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRIAN FITZPATRICK,2025-03-21,3000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS MCCLINTOCK,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEVIN MULLIN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIMMY PANETTA,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRAD SHERMAN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JASON T. SMITH,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ROBERT EDWARD LATTA,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LISA MURKOWSKI,2025-05-15,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-05-15,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DORIS MATSUI,2025-05-15,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARK DESAULNIER,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,SCOTT PETERS,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARIANNETTE MILLER-MEEKS,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRUCE WESTERMAN,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIM COSTA,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JULIA BROWNLEY,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN CORNYN,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LUZ RIVAS,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN CISCOMANI,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEN CALVERT,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LOU CORREA,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIMMY GOMEZ,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ALEX PADILLA,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN VARGAS,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,YOUNG KIM,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,NORMA TORRES,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ROBERT GARCIA,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LINDA SANCHEZ,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JULIA BROWNLEY,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MIKE THOMPSON,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARTIN HEINRICH,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,TED LIEU,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LUZ RIVAS,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEVIN MULLIN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,VINCE FONG,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRAD SHERMAN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN CISCOMANI,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,NICHOLAS LALOTA,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ERIN HOUCHIN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS KEAN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS EMMER,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,SHELLEY MOORE CAPITO,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ANDREW GARBARINO,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JONI ERNST,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAY OBERNOLTE,2025-03-07,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LOU CORREA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,WILLIAM CASSIDY,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE DAINES,2025-03-07,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARK DESAULNIER,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN THUNE,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOM TILLIS,2025-03-07,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAMES RISCH,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID VALADAO,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DOUG LAMALFA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN VARGAS,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRUCE WESTERMAN,2025-03-21,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-03-21,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN CORNYN,2025-03-21,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-03-21,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRIAN FITZPATRICK,2025-03-21,3000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS MCCLINTOCK,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEVIN MULLIN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIMMY PANETTA,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRAD SHERMAN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JASON T. SMITH,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ROBERT EDWARD LATTA,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LISA MURKOWSKI,2025-05-15,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-05-15,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DORIS MATSUI,2025-05-15,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARK DESAULNIER,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,SCOTT PETERS,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARIANNETTE MILLER-MEEKS,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRUCE WESTERMAN,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIM COSTA,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JULIA BROWNLEY,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN CORNYN,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LUZ RIVAS,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN CISCOMANI,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEN CALVERT,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LOU CORREA,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIMMY GOMEZ,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ALEX PADILLA,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN VARGAS,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,YOUNG KIM,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,NORMA TORRES,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ROBERT GARCIA,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LINDA SANCHEZ,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JULIA BROWNLEY,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MIKE THOMPSON,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARTIN HEINRICH,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,TED LIEU,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LUZ RIVAS,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEVIN MULLIN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,VINCE FONG,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRAD SHERMAN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN CISCOMANI,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,NICHOLAS LALOTA,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ERIN HOUCHIN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS KEAN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS EMMER,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,SHELLEY MOORE CAPITO,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ANDREW GARBARINO,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JONI ERNST,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAY OBERNOLTE,2025-03-07,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LOU CORREA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,WILLIAM CASSIDY,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE DAINES,2025-03-07,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARK DESAULNIER,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN THUNE,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOM TILLIS,2025-03-07,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAMES RISCH,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID VALADAO,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DOUG LAMALFA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN VARGAS,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRUCE WESTERMAN,2025-03-21,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-03-21,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN CORNYN,2025-03-21,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-03-21,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRIAN FITZPATRICK,2025-03-21,3000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS MCCLINTOCK,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEVIN MULLIN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIMMY PANETTA,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRAD SHERMAN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JASON T. SMITH,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ROBERT EDWARD LATTA,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LISA MURKOWSKI,2025-05-15,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-05-15,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DORIS MATSUI,2025-05-15,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARK DESAULNIER,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,SCOTT PETERS,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARIANNETTE MILLER-MEEKS,2025-06-10,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRUCE WESTERMAN,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIM COSTA,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JULIA BROWNLEY,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN CORNYN,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LUZ RIVAS,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN CISCOMANI,2025-06-10,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEN CALVERT,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LOU CORREA,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIMMY GOMEZ,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ALEX PADILLA,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN VARGAS,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,YOUNG KIM,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,NORMA TORRES,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ROBERT GARCIA,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LINDA SANCHEZ,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JULIA BROWNLEY,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MIKE THOMPSON,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARTIN HEINRICH,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,TED LIEU,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LUZ RIVAS,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEVIN MULLIN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,VINCE FONG,2025-02-18,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRAD SHERMAN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN CISCOMANI,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,NICHOLAS LALOTA,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ERIN HOUCHIN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS KEAN,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS EMMER,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,SHELLEY MOORE CAPITO,2025-02-18,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-02-18,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,1500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,RAUL RUIZ,2025-02-18,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ANDREW GARBARINO,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JONI ERNST,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAY OBERNOLTE,2025-03-07,3500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LOU CORREA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,WILLIAM CASSIDY,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE DAINES,2025-03-07,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,MARK DESAULNIER,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN THUNE,2025-03-07,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOM TILLIS,2025-03-07,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JAMES RISCH,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID VALADAO,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DOUG LAMALFA,2025-03-07,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JUAN VARGAS,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DARRELL ISSA,2025-03-19,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRUCE WESTERMAN,2025-03-21,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,PETE AGUILAR,2025-03-21,5000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JOHN CORNYN,2025-03-21,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRETT GUTHRIE,2025-03-21,2000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRIAN FITZPATRICK,2025-03-21,3000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DAVID JOYCE,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,GILBERT CISNEROS,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,THOMAS MCCLINTOCK,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,KEVIN MULLIN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JIMMY PANETTA,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,BRAD SHERMAN,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,JASON T. SMITH,2025-04-22,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,ROBERT EDWARD LATTA,2025-04-22,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,LISA MURKOWSKI,2025-05-15,1000.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,STEVE SCALISE,2025-05-15,2500.00
EDISON INTERNATIONAL,EDISON INTERNATIONAL PAC,DORIS MATSUI,2025-05-15,1500.00
